EMISSAO;FILIAL;FILIAL_DESTINO;ROMANEIO_PRODUTO;PRODUTO;DESC_PRODUTO;COR_PRODUTO;DESC_COR_PRODUTO;QTDE_TOTAL;TIPO_ROMANEIO;GRUPO_PRODUTO;SUBGRUPO_PRODUTO;LINHA;COLECAO
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;11        ;LARANJA                  ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;20        ;BEGE                     ;3;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;21        ;CORAL                    ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;26        ;CHOCOLATE                ;6;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;30        ;JEANS                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;38        ;PRATA                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;40        ;MARINHO                  ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;44        ;ROSA CLARO               ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;84        ;PISCINA                  ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;92        ;LIMA                     ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;E4        ;VERDE CLARO              ;3;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;L8        ;CAQUI                    ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;T10       ;AÇAI                     ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.06.0002  ;PASHMINA LISA VISCOSE                   ;V3        ;JADE                     ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.50.53    ;PASHMINA LEVE DE VISCOSE 20             ;06        ;PRETO                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.50.53    ;PASHMINA LEVE DE VISCOSE 20             ;20        ;BEGE                     ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.50.53    ;PASHMINA LEVE DE VISCOSE 20             ;D9        ;OCRE                     ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.86    ;CASHMERE DIAMANTE*                      ;06        ;PRETO                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.86    ;CASHMERE DIAMANTE*                      ;13        ;OFF WHITE                ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;05        ;VERMELHO                 ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;06        ;PRETO                    ;3;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;13        ;OFF WHITE                ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;31        ;MOSTARDA                 ;4;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;40        ;MARINHO                  ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;B1        ;VERDE FOLHA              ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;L5        ;ROXO CLARO               ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.79.90    ;CASHMERE DIAMANTE 04/19*                ;M3        ;LAVANDA                  ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE COM MODAL       ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;06        ;PRETO                    ;3;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;40        ;MARINHO                  ;3;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;42        ;NUDE                     ;3;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.80.0082  ;XALE PASHMINA DE VISCOSE 08/24          ;B2        ;CONCRETO                 ;3;AJUSTE DE ESTOQUE        ;PASHMINA                 ;VISCOSE (PASHMINA)       ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.81.85    ;PASHMINA ARABESCO 04/19*                ;10        ;MULTICOLOR               ;19;AJUSTE DE ESTOQUE        ;PASHMINA                 ;MODAL COM SEDA           ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.0129  ;DUAL TONE 06/23                         ;09        ;MARROM                   ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;H3    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.0130  ;DUAL TONE II 06/23                      ;09        ;MARROM                   ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;H3    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.0130  ;DUAL TONE II 06/23                      ;40        ;MARINHO                  ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;H3    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.0146  ;LIZYE CASHMERE 07/24                    ;13        ;OFF WHITE                ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;H3    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;06        ;PRETO                    ;6;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;102       ;CHÁ VERDE                ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;13        ;OFF WHITE                ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;17        ;SALMON                   ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;30        ;JEANS                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;A8        ;MESCLA                   ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;L9        ;TAUPE                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;P5        ;PINK NEON                ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.97.101   ;CASHMERE BABY 03/20*                    ;U5        ;ORANGE                   ;2;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% CASHMERE            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A1.00A7  ;PASHMINA EM ACRILICO 08/23              ;06        ;PRETO                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;Q1    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A1.00A7  ;PASHMINA EM ACRILICO 08/23              ;94        ;FENDHI                   ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;Q1    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;06        ;PRETO                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;13        ;OFF WHITE                ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;40        ;MARINHO                  ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A1.00B3  ;PASHMINA LISA TOQUE DE LA 06/24         ;94        ;FENDHI                   ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;100% ACRILICO            ;PASHMINA                 ;48    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A5.01    ;ZARI DUPLA FACE 08/21                   ;06        ;PRETO                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE/SEDA            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A5.01    ;ZARI DUPLA FACE 08/21                   ;30        ;JEANS                    ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE/SEDA            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;07.A5.01    ;ZARI DUPLA FACE 08/21                   ;43        ;AZUL CELESTE             ;1;AJUSTE DE ESTOQUE        ;PASHMINA                 ;CASHMERE/SEDA            ;INDIA                    ;90    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.02.0467  ;LILAC PEONIAS 08-20                     ;23        ;LILÁS                    ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;H1    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.02.0476  ;ROMANTICO POA NAVY 08-20                ;10        ;MULTICOLOR               ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;H1    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.02.0516  ;FLORA LIGHT                             ;10        ;MULTICOLOR               ;4;AJUSTE DE ESTOQUE        ;TWILLY                   ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;H1    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.23.0094  ;ECHARPE DELICADO I17                    ;05        ;VERMELHO                 ;3;AJUSTE DE ESTOQUE        ;ECHARPE                  ;MOUSSELINE DE POLIESTER  ;LENÇOS                   ;41    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0049  ;BANDANA RED 08/22                       ;05        ;VERMELHO                 ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M4    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0056  ;ANGELINA 09/22                          ;03        ;AZUL                     ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M6    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0058  ;HOLLY 09/22                             ;L8        ;CAQUI                    ;2;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M6    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0059  ;ELLE 09/22                              ;05        ;VERMELHO                 ;2;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M6    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0066  ;POSITANO 09/22                          ;10        ;MULTICOLOR               ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M6    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0068  ;BRASIL ANIMAL PRINT 22                  ;C6        ;AZUL/AMARELO             ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;M6    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0068  ;BRASIL ANIMAL PRINT 22                  ;S3        ;VERDE/AMARELO            ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;M6    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0070  ;BRASIL TROPICAL 22                      ;C6        ;AZUL/AMARELO             ;3;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;M6    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0072  ;AMOR E CUIDADO 22                       ;08        ;ROSA                     ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;M8    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0077  ;OLHO GREGO 11/22                        ;40        ;MARINHO                  ;3;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;M9    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0092  ;MANDALA FOLHAS 11/22                    ;10        ;MULTICOLOR               ;2;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;M9    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0109  ;NEIVA 12/22                             ;10        ;MULTICOLOR               ;1;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;LENÇOS                   ;O2    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0119  ;FLOR FLAMINGO 02                        ;M3        ;LAVANDA                  ;3;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;O3    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0120  ;ALEGORIA 02/23                          ;04        ;VERDE                    ;3;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;P1    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0123  ;EMPODERE-SE 03/23                       ;107       ;PRETO/OFF WHITE          ;4;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;O5    
2025-03-20;CIDADE DE SP - LLL       ;;014329  ;13.46.0127  ;CAIRO 03/23                             ;13        ;OFF WHITE                ;2;AJUSTE DE ESTOQUE        ;LENÇO                    ;CETIM DE POLIESTER       ;APROVEITAMENTO LENÇO     ;O2    
